Prefix, Date, Type, Value, Status 
rasp9, Sat Oct 25 03:46:48 2014, humidity, 59.20, 0 
rasp9, Sat Oct 25 03:46:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 03:47:48 2014, humidity, 59.10, 0 
rasp9, Sat Oct 25 03:47:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 03:48:48 2014, humidity, 58.90, 0 
rasp9, Sat Oct 25 03:48:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 03:49:48 2014, humidity, 60.00, 0 
rasp9, Sat Oct 25 03:49:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 03:50:48 2014, humidity, 58.90, 0 
rasp9, Sat Oct 25 03:50:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 03:51:48 2014, humidity, 59.20, 0 
rasp9, Sat Oct 25 03:51:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 03:52:48 2014, humidity, 60.10, 0 
rasp9, Sat Oct 25 03:52:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 03:53:48 2014, humidity, 61.10, 0 
rasp9, Sat Oct 25 03:53:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 03:54:48 2014, humidity, 62.20, 0 
rasp9, Sat Oct 25 03:54:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 03:55:48 2014, humidity, 62.10, 0 
rasp9, Sat Oct 25 03:55:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 03:56:48 2014, humidity, 57.80, 0 
rasp9, Sat Oct 25 03:56:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 03:57:48 2014, humidity, 60.10, 0 
rasp9, Sat Oct 25 03:57:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 03:58:48 2014, humidity, 61.90, 0 
rasp9, Sat Oct 25 03:58:48 2014, temperature, 35.30, 0 
rasp9, Sat Oct 25 03:59:48 2014, humidity, 61.30, 0 
rasp9, Sat Oct 25 03:59:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 04:00:48 2014, humidity, 58.90, 0 
rasp9, Sat Oct 25 04:00:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 04:01:48 2014, humidity, 58.80, 0 
rasp9, Sat Oct 25 04:01:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 04:02:48 2014, humidity, 58.70, 0 
rasp9, Sat Oct 25 04:02:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 04:03:48 2014, humidity, 59.80, 0 
rasp9, Sat Oct 25 04:03:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 04:04:48 2014, humidity, 57.40, 0 
rasp9, Sat Oct 25 04:04:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 04:05:48 2014, humidity, 58.60, 0 
rasp9, Sat Oct 25 04:05:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 04:06:48 2014, humidity, 59.30, 0 
rasp9, Sat Oct 25 04:06:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 04:07:48 2014, humidity, 59.70, 0 
rasp9, Sat Oct 25 04:07:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 04:08:48 2014, humidity, 57.90, 0 
rasp9, Sat Oct 25 04:08:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 04:09:48 2014, humidity, 59.40, 0 
rasp9, Sat Oct 25 04:09:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 04:10:48 2014, humidity, 58.60, 0 
rasp9, Sat Oct 25 04:10:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:11:48 2014, humidity, 57.50, 0 
rasp9, Sat Oct 25 04:11:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:12:48 2014, humidity, 57.70, 0 
rasp9, Sat Oct 25 04:12:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:13:48 2014, humidity, 57.40, 0 
rasp9, Sat Oct 25 04:13:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 04:14:48 2014, humidity, 57.90, 0 
rasp9, Sat Oct 25 04:14:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:15:48 2014, humidity, 57.30, 0 
rasp9, Sat Oct 25 04:15:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:16:48 2014, humidity, 58.20, 0 
rasp9, Sat Oct 25 04:16:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:17:48 2014, humidity, 58.60, 0 
rasp9, Sat Oct 25 04:17:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:18:48 2014, humidity, 58.00, 0 
rasp9, Sat Oct 25 04:18:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:19:48 2014, humidity, 59.10, 0 
rasp9, Sat Oct 25 04:19:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:20:48 2014, humidity, 57.80, 0 
rasp9, Sat Oct 25 04:20:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:21:48 2014, humidity, 59.20, 0 
rasp9, Sat Oct 25 04:21:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:22:48 2014, humidity, 57.70, 0 
rasp9, Sat Oct 25 04:22:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:23:48 2014, humidity, 57.90, 0 
rasp9, Sat Oct 25 04:23:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:24:48 2014, humidity, 59.20, 0 
rasp9, Sat Oct 25 04:24:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:25:48 2014, humidity, 59.60, 0 
rasp9, Sat Oct 25 04:25:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:26:48 2014, humidity, 61.60, 0 
rasp9, Sat Oct 25 04:26:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:27:48 2014, humidity, 62.60, 0 
rasp9, Sat Oct 25 04:27:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:28:48 2014, humidity, 62.30, 0 
rasp9, Sat Oct 25 04:28:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:29:48 2014, humidity, 61.00, 0 
rasp9, Sat Oct 25 04:29:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:30:48 2014, humidity, 59.60, 0 
rasp9, Sat Oct 25 04:30:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:31:48 2014, humidity, 59.60, 0 
rasp9, Sat Oct 25 04:31:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:32:48 2014, humidity, 60.20, 0 
rasp9, Sat Oct 25 04:32:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:33:48 2014, humidity, 59.90, 0 
rasp9, Sat Oct 25 04:33:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:34:48 2014, humidity, 60.20, 0 
rasp9, Sat Oct 25 04:34:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:35:48 2014, humidity, 61.20, 0 
rasp9, Sat Oct 25 04:35:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:36:48 2014, humidity, 60.80, 0 
rasp9, Sat Oct 25 04:36:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:37:48 2014, humidity, 61.50, 0 
rasp9, Sat Oct 25 04:37:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:38:48 2014, humidity, 59.30, 0 
rasp9, Sat Oct 25 04:38:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:39:48 2014, humidity, 59.00, 0 
rasp9, Sat Oct 25 04:39:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:40:48 2014, humidity, 58.80, 0 
rasp9, Sat Oct 25 04:40:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:41:48 2014, humidity, 59.60, 0 
rasp9, Sat Oct 25 04:41:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:42:48 2014, humidity, 60.00, 0 
rasp9, Sat Oct 25 04:42:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:43:48 2014, humidity, 60.40, 0 
rasp9, Sat Oct 25 04:43:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:44:48 2014, humidity, 59.90, 0 
rasp9, Sat Oct 25 04:44:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:45:48 2014, humidity, 59.00, 0 
rasp9, Sat Oct 25 04:45:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:46:48 2014, humidity, 59.50, 0 
rasp9, Sat Oct 25 04:46:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:47:48 2014, humidity, 59.40, 0 
rasp9, Sat Oct 25 04:47:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:48:48 2014, humidity, 58.80, 0 
rasp9, Sat Oct 25 04:48:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:49:48 2014, humidity, 59.40, 0 
rasp9, Sat Oct 25 04:49:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:50:48 2014, humidity, 59.70, 0 
rasp9, Sat Oct 25 04:50:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:51:48 2014, humidity, 58.20, 0 
rasp9, Sat Oct 25 04:51:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:52:48 2014, humidity, 59.40, 0 
rasp9, Sat Oct 25 04:52:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:53:48 2014, humidity, 59.10, 0 
rasp9, Sat Oct 25 04:53:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:54:48 2014, humidity, 58.80, 0 
rasp9, Sat Oct 25 04:54:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:55:48 2014, humidity, 59.60, 0 
rasp9, Sat Oct 25 04:55:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:56:48 2014, humidity, 60.40, 0 
rasp9, Sat Oct 25 04:56:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 04:57:48 2014, humidity, 60.50, 0 
rasp9, Sat Oct 25 04:57:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:58:48 2014, humidity, 60.00, 0 
rasp9, Sat Oct 25 04:58:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 04:59:48 2014, humidity, 59.00, 0 
rasp9, Sat Oct 25 04:59:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:00:48 2014, humidity, 60.90, 0 
rasp9, Sat Oct 25 05:00:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:01:48 2014, humidity, 60.70, 0 
rasp9, Sat Oct 25 05:01:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:02:48 2014, humidity, 60.70, 0 
rasp9, Sat Oct 25 05:02:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:03:48 2014, humidity, 59.80, 0 
rasp9, Sat Oct 25 05:03:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:04:48 2014, humidity, 60.40, 0 
rasp9, Sat Oct 25 05:04:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:05:48 2014, humidity, 61.40, 0 
rasp9, Sat Oct 25 05:05:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:06:48 2014, humidity, 60.90, 0 
rasp9, Sat Oct 25 05:06:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:07:48 2014, humidity, 59.90, 0 
rasp9, Sat Oct 25 05:07:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:08:48 2014, humidity, 59.40, 0 
rasp9, Sat Oct 25 05:08:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:09:48 2014, humidity, 60.90, 0 
rasp9, Sat Oct 25 05:09:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:10:48 2014, humidity, 60.60, 0 
rasp9, Sat Oct 25 05:10:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:11:48 2014, humidity, 60.30, 0 
rasp9, Sat Oct 25 05:11:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:12:48 2014, humidity, 58.40, 0 
rasp9, Sat Oct 25 05:12:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:13:48 2014, humidity, 59.30, 0 
rasp9, Sat Oct 25 05:13:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:14:48 2014, humidity, 60.70, 0 
rasp9, Sat Oct 25 05:14:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:15:48 2014, humidity, 61.30, 0 
rasp9, Sat Oct 25 05:15:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:16:48 2014, humidity, 61.80, 0 
rasp9, Sat Oct 25 05:16:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:17:48 2014, humidity, 62.20, 0 
rasp9, Sat Oct 25 05:17:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:18:48 2014, humidity, 61.10, 0 
rasp9, Sat Oct 25 05:18:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:19:48 2014, humidity, 58.40, 0 
rasp9, Sat Oct 25 05:19:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:20:48 2014, humidity, 60.10, 0 
rasp9, Sat Oct 25 05:20:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:21:48 2014, humidity, 59.10, 0 
rasp9, Sat Oct 25 05:21:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:22:48 2014, humidity, 59.20, 0 
rasp9, Sat Oct 25 05:22:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:23:48 2014, humidity, 59.40, 0 
rasp9, Sat Oct 25 05:23:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:24:48 2014, humidity, 60.20, 0 
rasp9, Sat Oct 25 05:24:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:25:48 2014, humidity, 59.00, 0 
rasp9, Sat Oct 25 05:25:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:26:48 2014, humidity, 61.10, 0 
rasp9, Sat Oct 25 05:26:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:27:48 2014, humidity, 61.20, 0 
rasp9, Sat Oct 25 05:27:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:28:48 2014, humidity, 61.30, 0 
rasp9, Sat Oct 25 05:28:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:29:48 2014, humidity, 60.50, 0 
rasp9, Sat Oct 25 05:29:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:30:48 2014, humidity, 61.90, 0 
rasp9, Sat Oct 25 05:30:48 2014, temperature, 34.80, 0 
rasp9, Sat Oct 25 05:31:48 2014, humidity, 62.30, 0 
rasp9, Sat Oct 25 05:31:48 2014, temperature, 34.80, 0 
rasp9, Sat Oct 25 05:32:48 2014, humidity, 61.30, 0 
rasp9, Sat Oct 25 05:32:48 2014, temperature, 34.80, 0 
rasp9, Sat Oct 25 05:33:48 2014, humidity, 62.00, 0 
rasp9, Sat Oct 25 05:33:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:34:48 2014, humidity, 61.00, 0 
rasp9, Sat Oct 25 05:34:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:35:48 2014, humidity, 61.00, 0 
rasp9, Sat Oct 25 05:35:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:36:48 2014, humidity, 61.20, 0 
rasp9, Sat Oct 25 05:36:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:37:48 2014, humidity, 58.30, 0 
rasp9, Sat Oct 25 05:37:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:38:48 2014, humidity, 59.30, 0 
rasp9, Sat Oct 25 05:38:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:39:48 2014, humidity, 60.90, 0 
rasp9, Sat Oct 25 05:39:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:40:48 2014, humidity, 61.60, 0 
rasp9, Sat Oct 25 05:40:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:41:48 2014, humidity, 60.80, 0 
rasp9, Sat Oct 25 05:41:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:42:48 2014, humidity, 61.00, 0 
rasp9, Sat Oct 25 05:42:48 2014, temperature, 34.90, 0 
rasp9, Sat Oct 25 05:43:48 2014, humidity, 60.90, 0 
rasp9, Sat Oct 25 05:43:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:44:48 2014, humidity, 61.40, 0 
rasp9, Sat Oct 25 05:44:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:45:48 2014, humidity, 62.00, 0 
rasp9, Sat Oct 25 05:45:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:46:48 2014, humidity, 60.70, 0 
rasp9, Sat Oct 25 05:46:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:47:48 2014, humidity, 61.00, 0 
rasp9, Sat Oct 25 05:47:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:48:48 2014, humidity, 58.70, 0 
rasp9, Sat Oct 25 05:48:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:49:48 2014, humidity, 60.40, 0 
rasp9, Sat Oct 25 05:49:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:50:48 2014, humidity, 60.00, 0 
rasp9, Sat Oct 25 05:50:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:51:48 2014, humidity, 60.70, 0 
rasp9, Sat Oct 25 05:51:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:52:48 2014, humidity, 59.30, 0 
rasp9, Sat Oct 25 05:52:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 05:53:48 2014, humidity, 57.90, 0 
rasp9, Sat Oct 25 05:53:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 05:54:48 2014, humidity, 58.60, 0 
rasp9, Sat Oct 25 05:54:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 05:55:48 2014, humidity, 58.40, 0 
rasp9, Sat Oct 25 05:55:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 05:56:48 2014, humidity, 58.50, 0 
rasp9, Sat Oct 25 05:56:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 05:57:48 2014, humidity, 57.20, 0 
rasp9, Sat Oct 25 05:57:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 05:58:48 2014, humidity, 60.00, 0 
rasp9, Sat Oct 25 05:58:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 05:59:48 2014, humidity, 58.90, 0 
rasp9, Sat Oct 25 05:59:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:00:48 2014, humidity, 60.10, 0 
rasp9, Sat Oct 25 06:00:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:01:48 2014, humidity, 60.40, 0 
rasp9, Sat Oct 25 06:01:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:02:48 2014, humidity, 61.60, 0 
rasp9, Sat Oct 25 06:02:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:03:48 2014, humidity, 60.40, 0 
rasp9, Sat Oct 25 06:03:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:04:48 2014, humidity, 59.20, 0 
rasp9, Sat Oct 25 06:04:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 06:05:48 2014, humidity, 59.30, 0 
rasp9, Sat Oct 25 06:05:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:06:48 2014, humidity, 61.20, 0 
rasp9, Sat Oct 25 06:06:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:07:48 2014, humidity, 61.40, 0 
rasp9, Sat Oct 25 06:07:48 2014, temperature, 35.00, 0 
rasp9, Sat Oct 25 06:08:48 2014, humidity, 60.70, 0 
rasp9, Sat Oct 25 06:08:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:09:48 2014, humidity, 59.80, 0 
rasp9, Sat Oct 25 06:09:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:10:48 2014, humidity, 59.60, 0 
rasp9, Sat Oct 25 06:10:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:11:48 2014, humidity, 60.30, 0 
rasp9, Sat Oct 25 06:11:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:12:48 2014, humidity, 59.60, 0 
rasp9, Sat Oct 25 06:12:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:13:48 2014, humidity, 60.70, 0 
rasp9, Sat Oct 25 06:13:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:14:48 2014, humidity, 59.70, 0 
rasp9, Sat Oct 25 06:14:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:15:48 2014, humidity, 60.10, 0 
rasp9, Sat Oct 25 06:15:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:16:48 2014, humidity, 60.90, 0 
rasp9, Sat Oct 25 06:16:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:17:48 2014, humidity, 62.40, 0 
rasp9, Sat Oct 25 06:17:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:18:48 2014, humidity, 61.60, 0 
rasp9, Sat Oct 25 06:18:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:19:48 2014, humidity, 59.80, 0 
rasp9, Sat Oct 25 06:19:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:20:48 2014, humidity, 58.40, 0 
rasp9, Sat Oct 25 06:20:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:21:48 2014, humidity, 59.70, 0 
rasp9, Sat Oct 25 06:21:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:22:48 2014, humidity, 59.60, 0 
rasp9, Sat Oct 25 06:22:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:23:48 2014, humidity, 57.90, 0 
rasp9, Sat Oct 25 06:23:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:24:48 2014, humidity, 57.70, 0 
rasp9, Sat Oct 25 06:24:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:25:48 2014, humidity, 59.20, 0 
rasp9, Sat Oct 25 06:25:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:26:48 2014, humidity, 60.20, 0 
rasp9, Sat Oct 25 06:26:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:27:48 2014, humidity, 62.00, 0 
rasp9, Sat Oct 25 06:27:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:28:48 2014, humidity, 59.20, 0 
rasp9, Sat Oct 25 06:28:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:29:48 2014, humidity, 60.10, 0 
rasp9, Sat Oct 25 06:29:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:30:48 2014, humidity, 58.90, 0 
rasp9, Sat Oct 25 06:30:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:31:48 2014, humidity, 59.50, 0 
rasp9, Sat Oct 25 06:31:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:32:48 2014, humidity, 58.60, 0 
rasp9, Sat Oct 25 06:32:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:33:48 2014, humidity, 58.50, 0 
rasp9, Sat Oct 25 06:33:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:34:48 2014, humidity, 60.10, 0 
rasp9, Sat Oct 25 06:34:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:35:48 2014, humidity, 59.90, 0 
rasp9, Sat Oct 25 06:35:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:36:48 2014, humidity, 60.20, 0 
rasp9, Sat Oct 25 06:36:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:37:48 2014, humidity, 60.90, 0 
rasp9, Sat Oct 25 06:37:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:38:48 2014, humidity, 60.00, 0 
rasp9, Sat Oct 25 06:38:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:39:48 2014, humidity, 59.80, 0 
rasp9, Sat Oct 25 06:39:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:40:48 2014, humidity, 57.70, 0 
rasp9, Sat Oct 25 06:40:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:41:48 2014, humidity, 58.50, 0 
rasp9, Sat Oct 25 06:41:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:42:48 2014, humidity, 58.60, 0 
rasp9, Sat Oct 25 06:42:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:43:48 2014, humidity, 59.80, 0 
rasp9, Sat Oct 25 06:43:48 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 06:44:48 2014, humidity, 59.40, 0 
rasp9, Sat Oct 25 06:44:48 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:45:49 2014, humidity, 59.30, 0 
rasp9, Sat Oct 25 06:45:49 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 06:46:49 2014, humidity, 58.40, 0 
rasp9, Sat Oct 25 06:46:49 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 06:47:49 2014, humidity, 58.50, 0 
rasp9, Sat Oct 25 06:47:49 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:48:49 2014, humidity, 57.70, 0 
rasp9, Sat Oct 25 06:48:49 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:49:49 2014, humidity, 60.40, 0 
rasp9, Sat Oct 25 06:49:49 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 06:50:49 2014, humidity, 58.50, 0 
rasp9, Sat Oct 25 06:50:49 2014, temperature, 35.20, 0 
rasp9, Sat Oct 25 06:51:49 2014, humidity, 59.30, 0 
rasp9, Sat Oct 25 06:51:49 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:52:49 2014, humidity, 60.40, 0 
rasp9, Sat Oct 25 06:52:49 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:53:49 2014, humidity, 59.10, 0 
rasp9, Sat Oct 25 06:53:49 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:54:49 2014, humidity, 59.40, 0 
rasp9, Sat Oct 25 06:54:49 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:55:49 2014, humidity, 60.50, 0 
rasp9, Sat Oct 25 06:55:49 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:56:49 2014, humidity, 60.40, 0 
rasp9, Sat Oct 25 06:56:49 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:57:49 2014, humidity, 61.60, 0 
rasp9, Sat Oct 25 06:57:49 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:58:49 2014, humidity, 60.80, 0 
rasp9, Sat Oct 25 06:58:49 2014, temperature, 35.10, 0 
rasp9, Sat Oct 25 06:59:49 2014, humidity, 60.90, 0 
rasp9, Sat Oct 25 06:59:49 2014, temperature, 35.10, 0 
